SL NO,Sanskrit,Hindi,English,Sentiment_Polarity,Sentiment_Label
409,मन्यसे यदि तच्छक्यं मया द्रष्टुमिति प्रभो। योगेश्वर ततो मे त्वं दर्शयात्मानमव्ययम् ।।४।।,"हे प्रभो ! यदि मेरे द्वारा आपका वह रूप देखा जाना शक्य है-ऐसा आप मानते हैं, तो हे योगेश्वर ! उस अविनाशी स्वरूप का मुझे दर्शन कराइये ।। ४ ।।","Krsna, if You think that it can be seen by me, then, O Lord of Yoga, reveal to me Your imperishable form.",0.0,Calmness
410,पश्य मे पार्थ रूपाणि शतशोऽथ सहस्रशः । नानाविधानि दिव्यानि नानावर्णाकृतीनि च ।।५।।,श्रीभगवान् बोले- हे पार्थ! अब तू मेरे सैकड़ों-हजारों नाना प्रकार के और नाना वर्ण तथा नाना आकृति वाले अलौकिक रूपों को देख ।। ५ ।।,"Sri Bhagavan said: Arjuna, behold presently in hundreds and thousands, My multifarious divine forms, of various colours and shapes.",0.08333333333333333,Interest
411,पश्यादित्यान्वसून्रुद्रानश्विनौ मरुतस्तथा । बहून्यदृष्टपूर्वाणि पश्याश्चर्याणि भारत ।। ६ ।।,"हे भरतवंशी अर्जुन ! मुझमें आदित्यों को अर्थात् अदिति के द्वादश पुत्रों को, आठ वसुओं को, एकादश रुद्रों को, दोनों अश्विनी कुमारों को और उनचास मरुद्गणों को देख तथा और भी बहुत-से पहले न देखे हुए आश्चर्यमय रूपों को देख ।। ६ ।।","Behold in Me, Arjuna, the twelve sons of Aditi, the eight Vasus, the eleven Rudras (gods of destruction), the two Asvinikumaras (the twin-born physicians of gods) and the fortynine Maruts (winds-gods), and witness many more wonderful forms never seen before.",0.6666666666666666,Happiness
412,"इहैकस्थं जगत्कृत्स्नं पश्याद्य सचराचरम् ।
मम देहे गुडाकेश यच्चान्यद्रष्टुमिच्छसि ।। ७ ।।",हे अर्जुन ! अब इस मेरे शरीर में एक जगह स्थित चराचरसहित सम्पूर्ण जगत् को देख तथा और भी जो कुछ देखना चाहता हो सो देख ।। ७ ।।,"Arjuna, behold as concentrated within this body of Mine the entire creation consisting of both animate and inanimate beings, and whatever else you desire to see.",0.2,Interest
413,परन्तु मुझको तू इन अपने प्राकृत नेत्रों द्वारा देखने में निःसंदेह समर्थ नहीं है; इसी से मैं तुझे दिव्य अर्थात्,अलौकिक चक्षु देता हूँ; उससे तू मेरी ईश्वरीय योग शक्ति को देख ।। ८ ।।,But surely you cannot see Me with these human eyes of yours; therefore; I vouchsafe to you the divine eye. With this you behold My divine power of Yoga.,0.16666666666666666,Interest
414,एवमुक्त्वा ततो राजन्महायोगेश्वरो हरिः । दर्शयामास पार्थाय परमं रूपमैश्वरम् ।। ६।।,सञ्जय बोले- हे राजन् ! महायोगेश्वर और सब पापों के नाश करने वाले भगवान् ने इस प्रकार कहकर उसके पश्चात् अर्जुन को परम ऐश्वर्य युक्त दिव्य स्वरूप दिखलाया ।। ६ ।।,"Sanjaya said: My lord! having spoken thus, Sri Krsna, the supreme Master of Yoga, forthwith revealed to Arjuna His supremely glorious divine Form.",0.0,Calmness
415,अनेकवक्त्रनयनमनेकाद्भुतदर्शनम्       । अनेकदिव्याभरणं दिव्यानेकोद्यतायुधम् ।।१०।। दिव्यमाल्याम्बरधरं दिव्यगन्धानुलेपनम् । सर्वाश्चर्यमयं देवमनन्तं विश्वतोमुखम् ।।११।।,"अनेक मुख और नेत्रों से युक्त, अनेक अद्भुत दर्शनों वाले, बहुत-से दिव्य भूषणों से युक्त और बहुत-से दिव्य शस्त्रों को हाथों में उठाये हुए, दिव्य माला और वस्त्रों को धारण किये हुए और दिव्यं गन्ध का सारे शरीर में लेप किये हुए, सब प्रकार के आश्चर्यों से युक्त, सीमा रहित और सब ओर मुख किये हुए विराट् स्वरूप परमदेव परमेश्वर को अर्जुन ने देखा ।। १०-११ ।।","Arjuna saw the supreme Deity possessing many mouths and eyes, presenting many a wonderful sight, decked with many divine ornaments, wielding many uplifted divine weapons, wearing divine garlands and clothes, besmeared all over with divine sandal-pastes, full of all wonders, infinite and having faces on all sides.",0.4571428571428572,Enjoyment
416,दिवि सूर्यसहस्रस्य भवेद्युगपदुत्थिता । यदि भाः सदृशी सा स्याद्भासस्तस्य महात्मनः ।। १२।।,"आकाश में हजार सूर्यो के एक साथ उदय होने से उत्पन्न जो प्रकाश हो, वह भी उस विश्व रूप परमात्मा के प्रकाश के सदृश कदाचित् ही हो ।। १२ ।।","If there be the effulgence of a thousand suns bursting forth all at once in the heavens, even that would hardly approach the splendour of the mighty Lord.",0.4,Empathy
417,तत्रैकस्थं जगत्कृत्स्नं प्रविभक्तमनेकधा । अपश्यद्देवदेवस्य शरीरे पाण्डवस्तदा ।। १३।।,पाण्डु पुत्र अर्जुन ने उस समय अनेक प्रकार से विभक्त अर्थात् पृथक् पृथक् सम्पूर्ण जगत् को देवों के देव श्रीकृष्ण भगवान् के उस शरीर में एक जगह स्थित देखा ।। १३ ।।,"Concentrated at one place in the person of that supreme Deity, Arjuna then beheld the whole universe with its manifold divisions.",0.5,Enjoyment
418,"ततः स विस्मयाविष्टो हृष्टरोमा धनञ्जयः ।
प्रणम्य शिरसा देवं कृताञ्जलिरभाषत ।।१४।।","उसके अनन्तर वह आश्चर्य से चकित और पुलकित शरीर, अर्जुन प्रकाशमय विश्व रूप परमात्मा को श्रद्धा-भक्ति सहित सिर से प्रणाम करके हाथ जोड़कर बोला ।। १४ ।।","Then Arjuna, full of wonder and with the hair standing on end, reverentially bowed his head to the divine Lord, and with joined palms addressed Him thus.",0.1,Interest
419,पश्यामि देवांस्तव देव देहे सर्वांस्तथा भूतविशेषसंघान् । ब्रह्माणमीशं कमलासनस्थमृर्षीश्च सर्वानुरगांश्च दिव्यान् ।।१५।।,"अर्जुन बोले- हे देव ! मैं आपके शरीर में सम्पूर्ण देवों को तथा अनेक भूतों के समुदायों को, कमल के आसन पर विराजित ब्रह्मा को, महादेव को और सम्पूर्ण ऋषियों को तथा दिव्य सर्पों को देखता हूँ ।। १५ ।।","Arjuna said: Lord, I behold within Your body all gods and hosts of different beings, Brahma throned on his lotus-seat, Siva and all Rsis and celestial serpents.",0.3,Empathy
420,अनेकबाहूदरवक्त्रनेत्रं पश्यामि त्वां सर्वतोऽनन्तरूपम् । नान्तं न मध्यं न पुनस्तवादिं पश्यामि विश्वेश्वर विश्वरूप ।। १६ ।।,"हे सम्पूर्ण विश्व के स्वामिन् ! आपको अनेक भुजा, पेट, मुख और नेत्रों से युक्त तथा सब ओर से अनन्त रूपों वाला देखता हूँ। हे विश्व रूप! मैं आपके न अन्त को देखता हूँ, न मध्य को और न आदि को ही ।। १६ ।।","O lord of the universe, I see You endowed with numerous arms, bellies, mouths, and eyes and having innumerable forms extended on all sides. I see neither Your beginning nor middle, nor even Your end, manifested as You are in the form of the universe.",0.2333333333333333,Empathy
421,किरीटिनं गदिनं चक्रिणं च तेजोराशिं सर्वतो दीप्तिमन्तम् । पश्यामि त्वां दुर्निरीक्ष्यं समन्ताद्दीप्तानलार्कद्युतिमप्रमेयम् ।।१७।।,"आपको मैं मुकुट युक्त, गदायुक्त और चक्र युक्त तथा सब ओर से प्रकाशमान तेज के पुञ्ज, प्रज्वलित अग्नि और सूर्य के सदृश ज्योतियुक्त, कठिनता से देखे जाने योग्य और सब ओर से अप्रमेय स्वरूप देखता हूँ ।। १७ ।।","I see You endowed with diadems, clubs and discuses, a mass of splendour flaming all round, having the brilliance of a blazing fire and the sun, hard to gaze at and immeasurable on all sides.",-0.04999999999999999,Calmness
422,त्वमक्षरं परमं वेदितव्यं त्वमस्य विश्वस्य परं निधानम् । त्वमव्ययः शाश्वतधर्मगोप्ता सनातनस्त्वं पुरुषो मतो मे ।। १८ ।।,"आप ही जानने योग्य परम अक्षर अर्थात् परब्रह्म परमात्मा हैं, आप ही इस जगत् के परम आश्रय हैं, आप ही अनादि धर्म के रक्षक हैं और आप ही अविनाशी सनातन पुरुष हैं। ऐसा मेरा मत है ।। १८ ।।","You are the supreme indestructible worthy of being known; You are the ultimate refuge of this universe. You are, again, the protector of the ageless Dharma; I consider You to be the eternal imperishable Being.",0.0,Calmness
423,अनादिमध्यान्तमनत्नवीर्यमनन्तबाहुं शशिसूर्यनेत्रम् । पश्यामि त्वां दीप्तहुताशवक्त्रं स्वतेजसा विश्वमिदं तपन्तम् ।। १६ ।।,"आपको आदि, अन्त और मध्य से रहित, अनन्त सामर्थ्य से युक्त, अनन्त भुजावाले, चन्द्र-सूर्यरूप नेत्रों वाले, प्रज्वलित अग्नि रूप मुखवाले और अपने तेज से इस जगत् को संतप्त करते हुए देखता हूँ ।। १६ ।।","I see You without beginning, middle or end, possessing unlimited prowess and endowed with numberless arms, having the moon and the sun for Your eyes, and blazing fire for Your mouth, and scorching this universe by Your radiance.",-0.05,Calmness
424,द्यावापृथिव्योरिदमन्तरं हि व्याप्तं त्वयैकेन दिशश्च सर्वाः । दृष्ट्वाद्भुत रूपमुग्रं तवेदं लोकत्रयं प्रव्यथितं महात्मन् ।। २० ।।,हे महात्मन् ! यह स्वर्ग और पृथ्वी के बीच का सम्पूर्ण आकाश तथा सब दिशाएँ एक आपसे ही परिपूर्ण हैं; तथा आपके इस अलौकिक और भयंकर रूप को देखकर तीनों लोक अति व्यथा को प्राप्त हो रहे हैं ।। २० ।।,"Yonder space between heaven and earth and all the quarters are entirely filled by You alone. Seeing this transcendent, dreadful form of Yours, O Soul of the universe, all the three worlds feel greatly alarmed.",0.008333333333333349,Interest
425,अभी हि त्वां सुरसंघा विशन्ति केचिद्भीताः प्राञ्जलयो गृणन्ति । स्वस्तीत्युक्त्वा महर्षिसिद्धसंघाः स्तुवन्ति त्वां स्तुतिभिः पुष्कलाभिः ।। २१ ।।,वे ही देवताओं के समूह आप में प्रवेश करते हैं और कुछ भयभीत होकर हाथ जोड़ आपके नाम और गुणों का उच्चारण करते हैं तथा महर्षि और सिद्धों के समुदाय 'कल्याण हो' ऐसा कहकर उत्तम उत्तम स्तोत्रों द्वारा आपकी स्तुति करते हैं ।। २१ ।।,"Yonder hosts of gods are entering You; some with palms joined out of fear are uttering Your names and glories. Multitudes of Maharsis and Siddhas, saying 'Let there be peace', are extolling You by means of excellent hymns.",0.3666666666666667,Empathy
426,रुद्रादित्या वसवो ये च साध्या विश्वेऽश्विनौ मरुतश्चोष्मपाश्च । गन्धर्वयक्षासुरसिद्धसंघा वीक्षन्ते त्वां विस्मिताश्चैव सर्वे ।। २२ ।।,"जो ग्यारह रुद्र और बारंह आदित्य तथा आठ वायु, साध्यगण, विश्वेदेव, अश्विनीकुमार तथा मरुद्गण और पितरों का समुदाय तथा गन्धर्व, यक्ष, राक्षस और सिद्धों के समुदाय हैं- वे सब ही विस्मित होकर आपको देखते हैं ।। २२ ।।","The eleven Rudras and the twelve Adityas and the eight Vayus, the Sadhyaganas, the Vishvedevs, the Ashvinikumars and the Marudganas and the community of ancestors and the community of Gandharvas, Yakshas, ​​Rakshasas and Siddhas - they all look at you with astonishment.",0.0,Calmness
427,रूपं महत्ते बहुवक्त्रनेत्रं महाबाहो बहुबाहूरुपादम् । बहूदरं बहुदंष्ट्राकरालं दृष्ट्वा लोकाः प्रव्यथितास्तथाहम् ।। २३ ।।,"हे महाबाहो ! आपके बहुत मुख और नेत्रों वाले, बहुत हाथ, जंघा और पैरोंवाले, बहुत उदरों वाले और बहुत-सी दाढ़ों के कारण अत्यन्त विकराल महान् रूप को देखकर सब लोग व्याकुल हो रहे हैं तथा मैं भी व्याकुल हो रहा हूँ ।। २३ ।।","Lord, seeing this stupendous and dreadful Form of Yours possessing numberous mouths and eyes, many arms, thighs and feet, many bellies and many teeth, the worlds are terror- struck; so am I.",0.26666666666666666,Empathy
428,नभःस्पृशं दीप्तमनेकवर्णं व्यात्ताननं दीप्तविशालनेत्रम् । दृष्ट्वा हि त्वां प्रव्ययितान्तरात्मा धृतिं न विन्दामि शमं च विष्णो ।। २४ ।।,"क्योंकि हे विष्णो ! आकाश को स्पर्श करने वाले, देदीप्यमान, अनेक वर्णों से युक्त तथा फैलाये हुए मुख और प्रकाशमान विशाल नेत्रों से युक्त आपको देखकर भयभीत अन्तःकरण वाला मैं धीरज और शान्ति नहीं पाता हूँ ।। २४ ।।","Lord, seeing Your Form reaching the heavens, effulgent, multi-coloured, having its mouth wide open and possessing large flaming eyes, I, with my inmost self frightened, have lost self-control and find no peace.",0.024999999999999994,Interest
429,दंष्ट्राकरालानि च ते मुखानि दृष्ट्वैव कालानलसन्निभानि । दिशो न जाने न लभे च शर्म प्रसीद देवेश जगन्निवास ।। २५ ।।,दाढ़ों के कारण विकराल और प्रलयकालकी अग्नि के समान प्रज्वलित आपके मुखों को देखकर मैं दिशाओं को नहीं जानता हूँ और सुख भी नहीं पाता हूँ। इसलिये हे देवेश ! हे जगन्निवास ! आप प्रसन्न हों ।। २५ ।।,"Seeing Your faces frightful on account of their teeth, and flaring like the fire at the time of universal destruction, I am utterly bewildered and find no happiness; therefore, be kind to me, O Lord of celestials and Resting- place of the universe",0.7,Happiness
430,"अमी च त्वां धृतराष्ट्रस्य पुत्राः सर्वे सहैवावनिपालसधैः । भीष्मो द्रोणः सूतपुत्रस्तथासौ सहास्मदीयैरपि योधमुख्यैः ।। २६ ।। वक्त्राणि ते त्वरमाणा विशन्ति दंष्ट्राकरालानि भयानकानि ।
केचिद्विलग्ना दशनान्तरेषु संदृश्यन्ते चूर्णितैरुत्तमागैः ।। २७ ।।","वे सभी धृतराष्ट्र के पुत्र राजाओं के समुदाय सहित आपमें प्रवेश कर रहे हैं और भीष्म पितामह, द्रोणाचार्य तथा वह कर्ण और हमारे पक्षके भी प्रधान योद्धाओं के सहित सब-के-सब आपके दाढ़ों के कारण विकराल भयानक मुखों में बड़े वेग से दौड़ते हुए प्रवेश कर रहे हैं और कई एक चूर्ण हुए सिरोंसहित आपके दाँतों के बीच में लगे हुए दीख रहे हैं ।। २६-२७ ।।","All those sons of Dhrtarastra with hosts of kings are entering You. Bhisma, Drona and yonder Karna, with the principal warriors on our side as well, are rushing headlong into Your fearful mouths looking all the more terrible on account of their teeth; some are seen stuck up in the gaps between Your teeth with their heads crushed.",-0.020833333333333332,Calmness
431,यथा नदीनां बहवोऽम्बुवेगाः समुद्रमेवाभिमुखा द्रवन्ति । तथा तवामी नरलोकवीरा विशन्ति वक्त्राण्यभिविज्वलन्ति ।। २८ ।।,"जैसे नदियों के बहुत-से जल के प्रवाह स्वाभाविक ही समुद्र के ही सम्मुख दौड़ते हैं अर्थात् समुद्र में प्रवेश करते हैं, वैसे ही वे नरलोक के वीर भी आपके प्रज्वलित मुखों में प्रवेश कर रहे हैं ।। २८ ।।","As the myriad streams of rivers rush towards the sea alone, so do those warriors of the mortal world enter Your flaming mouths.",0.19999999999999998,Interest
432,यथा प्रदीप्तं ज्वलनं पतंगा विशन्ति नाशाय समृद्धवेगाः । तथैव नाशाय विशन्ति लोकास्तवापि वक्त्राणि समृद्धवेगाः ।। २६ ।।,"जैसे पतंग मोहवश नष्ट होने के लिये प्रज्वलित अग्नि में अतिवेग से दौड़ते हुए प्रवेश करते हैं, वैसे ही ये सब लोग भी अपने नाश के लिये आपके मुखों में अतिवेग से दौड़ते हुए प्रवेश कर रहे हैं ।। २६ ।।","As moths rush with great speed into the blazing fire for extinction out of their folly, even so all these people are with great repidity entering Your mouths to meet their doom.",0.0,Calmness
433,लेलिब्यसे ग्रसमानः समन्ताल्लोकान्समग्रान्वदनैर्ध्वलद्भिः । तेजोभिरापूर्य जगत्समग्रं भासस्तवोग्राः प्रतपन्ति विष्णो ।। ३० ।।,"आप उन सम्पूर्ण लोकों को प्रज्वलित मुखों द्वारा ग्रास करते हुए सब ओर से बार-बार चाट रहे हैं, हे विष्णो ! आपका उग्र प्रकाश सम्पूर्ण जगत् को तेज के द्वारा परिपूर्ण करके तपा रहा है ।। ३० ।।","Swallowing through Your blazing mouths; You are licking all those people on all sides. Lord, Your terrible splendours are burning the entire universe, filling it with radiance.",0.26666666666666666,Empathy
434,आख्याहि मे को भवानुग्ररूपो नमोऽस्तु ते देववर प्रसीद । विज्ञातुमिच्छामि भवन्तमाद्यं न हि प्रजानामि तव प्रवृत्तिम् ।। ३१ ।।,"मुझे बतलाइये कि आप उग्ररूप वाले कौन हैं ? हे देवों में श्रेष्ठ ! आपको नमस्कार हो। आप प्रसन्न होइये । आदि पुरुष आपको मैं विशेष रूप से जानना चाहता हूँ, क्योंकि मैं आपकी प्रवृत्ति को नहीं जानता ।। ३१ ।।","Tell me who You are with a form so terrible. My obeisance to You, O best of gods; be kind to me, I wish to know You, the Primal Being, in particular; for I know not Your purpose. ",0.7,Happiness
435,कालोऽस्मि लोकक्षयकृत्प्रवृद्धो लोकान् समाहर्तुमिह प्रवृत्तः । ऋतेऽपि त्वां न भविष्यन्ति सर्वे येऽवस्थिताः प्रत्यनीकेषु योधाः ।। ३२ ।।,श्रीभगवान् बोले- मैं लोकों का नाश करने वाला बढ़ा हुआ महाकाल हूँ। इस समय इन लोकों को नष्ट करने के लिये प्रवृत्त हुआ हूँ। इसलिये जो प्रतिपक्षियों की सेना में स्थित योद्धा लोग हैं वे सब तेरे बिना भी नहीं रहेंगे अर्थात् तेरे युद्ध न करने पर भी इन सबका नाश हो जायेगा ।। ३२ ।।,"Sri Bhagavan said: I am inflamed Kala (the eternal Time-Spirit), the destroyer of the worlds. I am out to exterminate these people. Even without you all those warriors arrayed in the enemy's camp must die.",0.08295454545454548,Interest
436,तस्मात्त्वमुत्तिष्ठ यशो लभस्व जित्वा शत्रून् भुङ्क्ष्व राज्य समृद्धम् । मयैवैते निहताः पूर्वमेव निमित्तमात्रं भव सव्यसाचिन् ।। ३३ ।।,अतएव तू उठ ! यश प्राप्त कर और शत्रुओं को जीतकर धन-धान्य से सम्पन्न राज्य को भोग। ये सब शूरवीर पहले ही से मेरे ही द्वारा मारे हुए हैं। हे सव्यसाचिन् ! तू तो केवल निमित्तमात्र बन जा ।। ३३ ।।,"There fore, do you arise and win glory; conquering foes, enjoy the affluent kingdom. These warriors stand already slain by Me; be you only an instrument, Arjuna.",0.16875,Interest
437,द्रोणं च भीष्मं च जयद्रथं च कर्णं तथान्यानपि योघवीरान्। मया हतांस्त्वं जहि मा व्यथिष्ठा युध्यस्व जेतासि रणे सपत्नान् ।। ३४ ।।,द्रोणाचार्य और भीष्म पितामह तथा जयद्रथ और कर्ण तथा और भी बहुत-से-मेरे द्वारा मारे हुए शूरवीर योद्धाओं को तू मार। भय मत कर। निस्सन्देह तू युद्ध में वैरियों को जीतेगा। इसलिये युद्ध कर ।। ३४ ।।,"Do you kill Drona and Bhisma and Jayadratha and Karna and even other brave warriors; who stand already killed by Me; fear not. You will surely conquer the enemies in this war; therefore, fight.",0.6,Enjoyment
438,"संजय बोले- केशव भगवान् के इस वचन को सुनकर मुकुटधारी अर्जुन हाथ जोड़कर काँपता हुआ नमस्कार करके, फिर भी अत्यन्त भयभीत होकर प्रणाम करके भगवान् श्रीकृष्ण के प्रति गद्गद वाणी से बोला ।। ३५ ।।",हे अर्जुन ! सृष्टियों का आदि और अन्त तथा मध्य भी मैं ही हूँ। मैं विद्याओं में अध्यात्मविद्या अर्थात् ब्रह्म विद्या और परस्पर विवाद करने वालों का तत्त्वनिर्णय के लिये किया जाने वाला वाद हूँ ।। ३२ ।।,"Sanjaya said: Hearing these words of Bhagavan Kesava, Arjuna tremblingly bowed to Him with joined palms, and bowing again in extreme terror spoke to Sri Krsna in faltering accents.",0.0,Calmness
439,स्थाने हृषीकेश तव प्रकीर्त्या जगत्प्रहृष्यत्यनुरज्यते च। रक्षांसि भीतानि दिशो द्रवन्ति सर्वे नमस्यन्ति च सिद्धसंघाः ।। ३६ ।।,"अर्जुन बोले- हे अन्तर्यामिन् ! यह योग्य ही है कि आपके नाम, गुण और प्रभाव के कीर्तन से जगत् अति हर्षित हो रहा है और अनुराग को भी प्राप्त हो रहा है तथा भयभीत राक्षस लोग दिशाओं में भाग रहे हैं और सब सिद्धगणों के समुदाय नमस्कार कर रहे हैं ।। ३६ ।।","Arjuna said: Lord, well it is the universe exults and is filled with love by chanting Your names, virtues and glory; terrified Raksasas are fleeing in all directions, and all the hosts of Siddhas are bowing to You.",0.6666666666666666,Happiness
440,"कस्माच्च ते न नमेरन्महात्मन् गरीयसे ब्रह्मणोऽप्यादिकत्रे ।
अनन्त देवेश जगन्निवास त्वमक्षरं सदसत्तत्परं यत् ।। ३७।।","हे महात्मन् ! ब्रह्मा के भी आदि कर्ता और सबसे बड़े आपके लिये ये कैसे नमस्कार न करें; क्योंकि हे अनन्त ! हे देवेश ! हे जगन्निवास ! जो सत्, असत् और उनसे परे अक्षर अर्थात् सच्चिदानन्दघन ब्रह्म है, वह आप ही हैं ।। ३७ ।।","O great soul, why should they not bow to You, who are the progenitor of Brahma himself and the greatest of the great? O infinite Lord of celestials, Abode of the universe, You are that which is existent (Sat), that which is non-existent (Asat) and also that which is beyond both, viz., the indestructible Brahma.",0.0,Calmness
441,बृहत्साम तथा साम्नां गायत्री छन्दसामहम् । मासानां मार्गशीर्षोऽहमृतूनां कुसुमाकरः ।। ३५ ।।,तथा गायन करने योग्य श्रुतियों में मैं बृहत्साम और छन्दों में गायत्री छन्द हूँ तथा महीनों में मार्गशीर्ष और ऋतुओं में वसन्त मैं हूँ ।। ३५ ।।,"Likewise among the Srutis that can be sung, I am the variety known as Brhatsama; while among the Vedic hymns, I am the hymn known as Gayatri. Again, among the twelve months of the Hindu calendar; I am the month known as 'Margasirsa' (corresponding approximately to November); (and) among the six seasons (successively appearing in India in course of a year) I am the vernal season.",0.0,Calmness
442,त्वामादिदेवः पुरुषः पुराणस्त्वमस्य विश्वस्य परं निधानम् । वेत्तासि वेद्यं च परं च धाम त्वया ततं विश्वमनन्तरूप ।। ३८ ।।,"आप आदि देव और सनातन पुरुष हैं, आप इस जगत् के परम आश्रय और जानने वाले तथा जानने योग्य और परम धाम हैं। हे अनन्त रूप ! आपसे यह सब जगत् व्याप्त अर्थात् परिपूर्ण है ।। ३८ ।।","You are the primal Deity, the most ancient Person; You are the ultimate resort of this universe You are both the knower and the knowable, and the highest abode. It is You who pervade the universe, assuming endless forms.",0.5,Enjoyment
443,वायुर्यमोऽग्निर्वरुणः शशांकः प्रजापतिस्त्वं प्रपितामहश्च । नमो नमस्तेऽस्तु सहस्रकृत्वः पुनश्च भूयोऽपि नमो नमस्ते ।। ३६ ।।,"आप वायु, यमराज, अग्नि, वरुण, चन्द्रमा, प्रजा के स्वामी ब्रह्मा और ब्रह्मा के भी पिता हैं। आपके लिये हजारों बार नमस्कार ! नमस्कार हो !! आपके लिये फिर भी बार-बार नमस्कार ! नमस्कार !! ।। ३६ ।।","You are Vayu (the wind-god), Yama (the god of death), Agni (the god of fire), the moon- god, Brahma (the Lord of Creation), nay, the father of Brahma Himself. Hail, hail to You a thousand times; salutations, repeated salutations O You once again.",0.0,Calmness
444,नमः पुरस्तादथ पृष्ठतस्ते नमोऽस्तु ते सर्वत एव सर्व। अनन्तवीर्यामितविक्रमस्त्वं सर्वं समाप्नोषि ततोऽसि सर्वः ।। ४० ।।,"हे अनन्त सामर्थ्य वाले ! आपके लिये आगे से और पीछे से भी नमस्कार ! हे सर्वात्मन् ! आपके लिये सब ओर से ही नमस्कार हो। क्योंकि अनन्त पराक्रमशाली आप सब संसार को व्याप्त किये हुए हैं, इससे आप ही सर्वरूप हैं ।। ४० ।।","O Lord of infinite prowess, my salutations to You from before and from behind. O soul of all, my obeisance to You from all sides indeed.You, who possess limitless might, pervade all;therefoe, You are all.",0.4,Empathy
445,सखेति मत्वा प्रसभं यदुक्तं हे कृष्ण हे यादव हे सखेति । अजानता महिमानं तवेदं मया प्रमादात्प्रणयेन वापि ।।४१।। यच्चावहासार्थमसत्कृतोऽसि विहारशय्यासनभोजनेषु । एकोऽथवाप्यच्युत तत्समक्षं तत्क्षामये त्वामहमप्रमेयम् ।। ४२ ।।,"आपके इस प्रभाव को न जानते हुए, आप मेरे सखा हैं ऐसा मानकर प्रेम से अथवा प्रमाद से भी मैंने 'हे कृष्ण !', 'हे यादव !', 'हे सखे !' इस प्रकार जो कुछ बिना सोचे-समझे हठात् कहा है; और हे अच्युत ! आप जो मेरे द्वारा विनोद के लिये विहार, शय्या, आसन और भोजनादि में अकेले अथवा उन सखाओं के सामने भी अपमानित किये गये हैं- वह सब अपराध अप्रमेय स्वरूप अर्थात् अचिन्त्य प्रभाव वाले आपसे मैं क्षमा करवाता हूँ ।। ४१-४२ ।।","The way in which I have importunately called out, either through intimacy or even through want of thought, ""Ho Krsna! Ho Yadava! Ho Comrade!"" and so on, suspecting not this greatness of Yours, and thinking You only to be a friend, and the way in which You have been slighted by me in jest, O sinless one while at play, reposing, sitting or at meals, either alone or even in the presence of other- for all that I crave forgiveness from You, who (41,42) are infinite.",0.9765625,Joy
446,पितासि लोकस्य चराचरस्य त्वमस्य पूज्यश्व गुरुर्गरीयान् । न त्वत्समोऽस्त्यभ्यधिकः कुतोऽन्यो लोकत्रयेऽप्यप्रतिमप्रभाव ।। ४३ ।।,"आप इस चराचर जगत् के पिता और सबसे बड़े गुरु एवं अति पूजनीय हैं, हे अनुपम प्रभाव वाले ! तीनों लोकों में आपके समान भी दूसरा कोई नहीं है, फिर अधिक तो कैसे हो सकता है ।। ४३ ।।","You are the Father, nay the greatest teacher of this moving and unmoving creation, and worthy of adoration. O Lord of incomparable might, in all the three worlds there is none else even equal to You; how, then, any better?",0.625,Happiness
447,तस्मात्प्रणम्य प्रणिधाय कायं प्रसादये त्वामहमीशमीड्यम् । पितेव पुत्रस्य सखेव सख्युः प्रियः प्रियायार्हसि देव सोढुम् ।। ४४ ।।,"अतएव हे प्रभो ! मैं शरीर को भलीभाँति चरणों में निवेदित कर, प्रणाम करके, स्तुति करने योग्य आप ईश्वर को प्रसन्न होने के लिये प्रार्थना करता हूँ। हे देव ! पिता जैसे पुत्र के, सखा जैसे सखा के और पति जैसे प्रियतमा पत्नी के अपराध सहन करते हैं- वैसे ही आप भी मेरे अपराध को सहन करने योग्य हैं ।। ४४ ।।","Therefore, Lord, prostrating my body at Your feet and bowing low I seek to propitiate You, the ruler of all and worthy of all praise. It behoves You to bear with me even as father bears with his son, a friend with his friend and a husband with his beloved spouse, (44)",0.36888888888888893,Empathy
448,अदृष्टपूर्व हृषितोऽस्मि दृष्ट्वा भयेन च प्रव्ययितं मनो मे। तदेव मे दर्शय देवरूपं प्रसीद देवेश जगत्रिवास ।। ४५ ।।,"मैं पहले न देखे हुए आपके इस आश्चर्यमय रूप को देखकर हर्षित हो रहा हूँ और मेरा मन भय से अति व्याकुल भी हो रहा है, इसलिये आप उस अपने चतुर्भुज विष्णु रूप को ही मुझे दिखलाइये! हे देवेश ! हे जगन्निवास ! प्रसन्न होइये ।। ४५ ।।","Having Seen Your wondrous form, which was never seen before, I feel transported with joy; at the same time my mind is tormented by fear. Pray reveal to me that divine form; the form of Visnu with four arms; O Lord of celestials Abode of the universe, be gracious.",0.255,Empathy
449,किरीटिनं गदिनं चक्रहस्तमिच्छामि त्वां द्रष्टुमहं तथैव । तेनैव रूपेण चतुर्भुजेन सहस्रबाहो भव विश्वमूर्ते ।। ४६ ।।,"मैं वैसे ही आपको मुकुट धारण किये हुए तथा गदा और चक्र हाथ में लिये हुए देखना चाहता हूँ, इसलिये हे विश्व स्वरूप ! हे सहस्रबाहो ! आप उसी चतुर्भुज रूप से प्रकट होइये। ।। ४६ ।।","I wish to see You adorned in the same way with a diadem on the head, and holding a mace and a discus in two of Your hands. O Lord with a thousand arms, O Universal Being, appear again in the same four-armed Form.",0.0,Calmness
